0.000000000000000000e+00,4.997916927067833082e-02,9.983341664682815475e-02,1.494381324735992445e-01,1.986693307950612164e-01,2.474039592545229371e-01,2.955202066613396017e-01,3.428978074554513977e-01,3.894183423086505225e-01,4.349655341112302342e-01,4.794255386042030054e-01,5.226872289306592201e-01,5.646424733950354824e-01,6.051864057360395455e-01,6.442176872376911279e-01,6.816387600233341226e-01,7.173560908995227914e-01,7.512804051402927064e-01,7.833269096274834142e-01,8.134155047893737445e-01,8.414709848078965049e-01
0.000000000000000000e+00,6.924527781995837294e-02,1.122789964047812700e-01,1.579199261332688842e-01,2.049266042233054141e-01,2.524942707165827582e-01,3.000850630234634386e-01,3.473246182502999213e-01,3.939391562372826505e-01,4.397172373978510684e-01,4.844865593280501814e-01,5.280999172123531649e-01,5.704267455525087183e-01,6.113480558090551575e-01,6.507534354327018100e-01,6.885392911919360204e-01,7.246078330260576905e-01,7.588664821944536287e-01,7.912274961326946077e-01,8.216076593174845843e-01,8.499279088016952199e-01
0.000000000000000000e+00,7.618597310870661721e-02,1.199917434695249585e-01,1.652164496693165063e-01,2.115030018381166554e-01,2.584202398231229547e-01,3.055569608309673391e-01,3.525542057364832726e-01,3.991097235002535881e-01,4.449714575064953048e-01,4.899279844360693859e-01,5.337993147580131215e-01,5.764292634095220524e-01,6.176795964853162291e-01,6.574257548196863477e-01,6.955538342618584613e-01,7.319585055895612147e-01,7.665416068320796139e-01,7.992112028537046164e-01,8.298809697411773101e-01,8.584698262946498515e-01
0.000000000000000000e+00,7.992691124486805965e-02,1.250084790514996713e-01,1.708298617695059862e-01,2.172846515067948792e-01,2.641612550978769125e-01,3.111984198499880283e-01,3.581233486727090076e-01,4.046738602276105379e-01,4.506090164821682231e-01,4.957125014469520030e-01,5.397919845647174419e-01,5.826766080097028899e-01,6.242138756208704953e-01,6.642666276375380763e-01,7.027104126753329627e-01,7.394313535625739453e-01,7.743244922614351822e-01,8.072925508188991683e-01,8.382450325396946234e-01,8.670975914856279276e-01
0.000000000000000000e+00,8.249427196245374960e-02,1.287061689427917432e-01,1.753229499176004735e-01,2.222853188376642530e-01,2.694639686904799492e-01,3.166807934095965948e-01,3.637303084431919853e-01,4.103971047571752240e-01,4.564681581718347814e-01,5.017404129373843613e-01,5.460246892455309364e-01,5.891470492268617853e-01,6.309485896631015223e-01,6.712843859524748602e-01,7.100220782715710444e-01,7.470404021620296042e-01,7.822278284606483112e-01,8.154813851085220833e-01,8.467056748925260168e-01,8.758120671583381478e-01
0.000000000000000000e+00,8.451260510008887228e-02,1.317059273819490839e-01,1.791244293467322557e-01,2.267078012219688465e-01,2.743525170672754809e-01,3.219189268493146128e-01,3.692415107329926061e-01,4.161395024191776315e-01,4.624261722825245280e-01,5.079160122038893777e-01,5.524297208838850892e-01,5.957972575923708991e-01,6.378593848319017434e-01,6.784681359822826163e-01,7.174865874682794242e-01,7.547882306205427883e-01,7.902561522665745297e-01,8.237821579880995060e-01,8.552659122339942854e-01,8.846141247676101438e-01
0.000000000000000000e+00,8.623049900860578487e-02,1.343004567258059001e-01,1.824890129271597439e-01,2.307253206710807025e-01,2.789112364967000768e-01,3.269233193511932312e-01,3.746175295527778282e-01,4.218352373408764122e-01,4.684093857206075295e-01,5.141700259568247056e-01,5.589488118400900429e-01,6.025823284519511436e-01,6.449143227087943409e-01,6.857970062194458372e-01,7.250916378681886432e-01,7.626685873822356410e-01,7.984070515156856951e-01,8.321945555070067169e-01,8.639263331753800346e-01,8.935046445265396597e-01
0.000000000000000000e+00,8.776635988485607942e-02,1.366413985891632432e-01,1.855663119787283599e-01,2.344591820328391640e-01,2.832201450141795807e-01,3.317316212730140323e-01,3.798604338154525917e-01,4.274611689044093277e-01,4.743801150939669364e-01,5.204592231573748062e-01,5.655396914586442447e-01,6.094649480182260382e-01,6.520829411083777227e-01,6.932477519417464817e-01,7.328206055053350099e-01,7.706703852442851055e-01,8.066737630669362780e-01,8.407150468727553339e-01,8.726858309241511957e-01,9.024845154945115855e-01
0.000000000000000000e+00,8.918409427763034081e-02,1.388145379803315538e-01,1.884475252849482918e-01,2.379913939344893148e-01,2.873422359754732036e-01,3.363835532090204694e-01,3.849871873360050656e-01,4.330152260413748233e-01,4.803225197602940533e-01,5.267594519558599364e-01,5.721746639216319652e-01,6.164175174254535872e-01,6.593401638346378935e-01,7.007991628910545945e-01,7.406566512380379219e-01,7.787810987504008020e-01,8.150477117583458941e-01,8.493385502037129609e-01,8.815424249270132906e-01,9.115546356661058391e-01
0.000000000000000000e+00,9.052143467325246551e-02,1.408720260930580725e-01,1.911908137552983944e-01,2.413778667273385192e-01,2.913246435340064999e-01,3.409135069807920360e-01,3.900181058182999871e-01,4.385044844620984983e-01,4.862327200322917875e-01,5.330588651618713980e-01,5.788369881164927566e-01,6.234211374982440157e-01,6.666671055288102554e-01,7.084339119728978451e-01,7.485849735550286210e-01,7.869889577064358432e-01,8.235203436622440254e-01,8.580597290982461267e-01,8.904939284566382174e-01,9.207159120608982006e-01
