0.000000000000000000e+00,1.658961326934150216e-01,3.271946967961522068e-01,4.794255386042030054e-01,6.183698030697369896e-01,7.401768531960369879e-01,8.414709848078965049e-01
0.000000000000000000e+00,1.675634165456011404e-01,3.304830581680072155e-01,4.842438453715924296e-01,6.245845229103919038e-01,7.476157542424908264e-01,8.499279088016952199e-01
0.000000000000000000e+00,1.692474568790784950e-01,3.338044681210825537e-01,4.891105769270570613e-01,6.308617017238267177e-01,7.551294174873842691e-01,8.584698262946498515e-01
0.000000000000000000e+00,1.709484220992837922e-01,3.371592587991413259e-01,4.940262199478078764e-01,6.372019672331539208e-01,7.627185943033030213e-01,8.670975914856279276e-01
0.000000000000000000e+00,1.726664823041564600e-01,3.405477656840468770e-01,4.989912660022432500e-01,6.436059534702075480e-01,7.703840436142529446e-01,8.758120671583381478e-01
0.000000000000000000e+00,1.744018093011487913e-01,3.439703276293117340e-01,5.040062115991064129e-01,6.500743008389485711e-01,7.781265319715532369e-01,8.846141247676101438e-01
0.000000000000000000e+00,1.761545766244065336e-01,3.474272868939823344e-01,5.090715582371359016e-01,6.566076561795036737e-01,7.859468336304915592e-01,8.935046445265396597e-01
0.000000000000000000e+00,1.779249595521227301e-01,3.509189891768660363e-01,5.141878124552169416e-01,6.632066728328516181e-01,7.938457306277508785e-01,9.024845154945115855e-01
0.000000000000000000e+00,1.797131351240653929e-01,3.544457836511009097e-01,5.193554858830347065e-01,6.698720107061569840e-01,8.018240128596132443e-01,9.115546356661058391e-01
0.000000000000000000e+00,1.815192821592819250e-01,3.580080229990733609e-01,5.245750952922385579e-01,6.766043363387614917e-01,8.098824781609504919e-01,9.207159120608982006e-01
0.000000000000000000e+00,1.833435812739809545e-01,3.616060634476866986e-01,5.298471626481189301e-01,6.834043229688386845e-01,8.180219323850080881e-01,9.299692608141624239e-01
0.000000000000000000e+00,1.851862148995941926e-01,3.652402648039841937e-01,5.351722151618047985e-01,6.902726506007181850e-01,8.262431894839914470e-01,9.393156072684849534e-01
0.000000000000000000e+00,1.870473673010197846e-01,3.689109904911300752e-01,5.405507853429853959e-01,6.972100060728870785e-01,8.345470715904614867e-01,9.487558860663000138e-01
0.000000000000000000e+00,1.889272245950487650e-01,3.726186075847518486e-01,5.459834110531605056e-01,7.042170831266733044e-01,8.429344090995487537e-01,9.582910412433541802e-01
0.000000000000000000e+00,1.908259747689771690e-01,3.763634868496486541e-01,5.514706355594288789e-01,7.112945824756219393e-01,8.514060407519937757e-01,9.679220263231114174e-01
0.000000000000000000e+00,1.927438076994046068e-01,3.801460027768676642e-01,5.570130075888134469e-01,7.184432118755653685e-01,8.599628137180211906e-01,9.776498044121050279e-01
0.000000000000000000e+00,1.946809151712224073e-01,3.839665336211538493e-01,5.626110813831359803e-01,7.256636861954012252e-01,8.686055836820586462e-01,9.874753482962509432e-01
0.000000000000000000e+00,1.966374908967919166e-01,3.878254614387752208e-01,5.682654167544409773e-01,7.329567274885783190e-01,8.773352149283045742e-01,9.973996405381252428e-01
0.000000000000000000e+00,1.986137305353162519e-01,3.917231721257295463e-01,5.739765791409775497e-01,7.403230650653035427e-01,8.861525804271586093e-01,1.007423673575222667e+00
0.000000000000000000e+00,2.006098317124061226e-01,3.956600554563334260e-01,5.797451396637435250e-01,7.477634355654733112e-01,8.950585619225182032e-01,1.017548449819200007e+00
0.000000000000000000e+00,2.026259940398426329e-01,3.996365051222007803e-01,5.855716751835985390e-01,7.552785830323378580e-01,9.040540500199547580e-01,1.027774981756119255e+00
0.000000000000000000e+00,2.046624191355386757e-01,4.036529187716118572e-01,5.914567683589498914e-01,7.628692589869064955e-01,9.131399442757740514e-01,1.038104292047695942e+00
0.000000000000000000e+00,2.067193106437008876e-01,4.077096980492787015e-01,5.974010077040193822e-01,7.705362225031003875e-01,9.223171532869735012e-01,1.048537413633567228e+00
0.000000000000000000e+00,2.087968742551941093e-01,4.118072486365096374e-01,6.034049876476951235e-01,7.782802402836602740e-01,9.315865947821018178e-01,1.059075389834585934e+00
0.000000000000000000e+00,2.108953177281108482e-01,4.159459802917781501e-01,6.094693085929748788e-01,7.861020867368174736e-01,9.409491957130331485e-01,1.069719274457154201e+00
0.000000000000000000e+00,2.130148509085470487e-01,4.201263068916985532e-01,6.155945769770065912e-01,7.940025440537356038e-01,9.504058923476625953e-01,1.080470131898603414e+00
0.000000000000000000e+00,2.151556857515871113e-01,4.243486464724146034e-01,6.217814053317333167e-01,8.019824022867302338e-01,9.599576303635345420e-01,1.091329037253637502e+00
0.000000000000000000e+00,2.173180363424993267e-01,4.286134212714028946e-01,6.280304123451460052e-01,8.100424594282743529e-01,9.696053649424100085e-01,1.102297076421840938e+00
0.000000000000000000e+00,2.195021189181447507e-01,4.329210577696974149e-01,6.343422229231536758e-01,8.181835214907988707e-01,9.793500608657870199e-01,1.113375346216270323e+00
0.000000000000000000e+00,2.217081518886010183e-01,4.372719867345376543e-01,6.407174682520739850e-01,8.264064025872944752e-01,9.891926926113783214e-01,1.124564954473137313e+00
0.000000000000000000e+00,2.239363558590035941e-01,4.416666432624459238e-01,6.471567858617525149e-01,8.347119250127230661e-01,9.991342444505608711e-01,1.135867020162592222e+00
0.000000000000000000e+00,2.261869536516062928e-01,4.461054668227371622e-01,6.536608196893163303e-01,8.431009193262484214e-01,1.009175710546802884e+00,1.147282673500622296e+00
0.000000000000000000e+00,2.284601703280639273e-01,4.505889013014664490e-01,6.602302201435682472e-01,8.515742244342929812e-01,1.019318095055082418e+00,1.158813056062074631e+00
0.000000000000000000e+00,2.307562332119384441e-01,4.551173950458178852e-01,6.668656441700281379e-01,8.601326876744284089e-01,1.029562412222301715e+00,1.170459320894813970e+00
0.000000000000000000e+00,2.330753719114316558e-01,4.596914009089396735e-01,6.735677553166282694e-01,8.687771649001109209e-01,1.039909686488714957e+00,1.182222632635028692e+00
0.000000000000000000e+00,2.354178183423461801e-01,4.643113762952298385e-01,6.803372238000684469e-01,8.775085205662669363e-01,1.050360952590371433e+00,1.194104167623695867e+00
