0.000000000000000000e+00,1.658961326934150216e-01,3.271946967961522068e-01,4.794255386042030054e-01,6.183698030697369896e-01,7.401768531960369879e-01,8.414709848078965049e-01
0.000000000000000000e+00,1.675589306546392820e-01,3.304742107059881473e-01,4.842308815329809946e-01,6.245678019690074079e-01,7.475957395947592232e-01,8.499279088016952199e-01
0.000000000000000000e+00,1.692384847683667537e-01,3.337867725485801351e-01,4.890846482996649702e-01,6.308282586155163907e-01,7.550975780488353717e-01,8.584698262946498515e-01
0.000000000000000000e+00,1.709349629902131018e-01,3.371327135805154973e-01,4.939873242815220333e-01,6.371547479322812180e-01,7.626772207710813545e-01,8.670975914856279276e-01
0.000000000000000000e+00,1.726485349682309045e-01,3.405123683963517944e-01,4.989404613423891188e-01,6.435466049846388925e-01,7.703348358924161365e-01,8.758120671583381478e-01
0.000000000000000000e+00,1.743793720598744434e-01,3.439264571364826217e-01,5.039443849130704756e-01,6.500042754696329084e-01,7.780705568936333583e-01,8.846141247676101438e-01
0.000000000000000000e+00,1.761277849319215771e-01,3.473753670610615352e-01,5.089996157458434034e-01,6.565280621986896437e-01,7.858849106550559460e-01,8.935046445265396597e-01
0.000000000000000000e+00,1.778940034554083449e-01,3.508595127589722029e-01,5.141065581070892732e-01,6.631184400435469195e-01,7.937784860771079920e-01,9.024845154945115855e-01
0.000000000000000000e+00,1.796782447517867864e-01,3.543792455185486578e-01,5.192656555279963060e-01,6.697759125751611142e-01,8.017519547078464370e-01,9.115546356661058391e-01
0.000000000000000000e+00,1.814806996196591249e-01,3.579349085189375557e-01,5.244773501792351356e-01,6.765010354200716725e-01,8.098060249422452950e-01,9.207159120608982006e-01
0.000000000000000000e+00,1.833015486035076969e-01,3.615268327728858866e-01,5.297420997740739379e-01,6.832943916881282220e-01,8.179414376401967779e-01,9.299692608141624239e-01
0.000000000000000000e+00,1.851409650327007217e-01,3.651553478612911685e-01,5.350603719956681381e-01,6.901565896011900847e-01,8.261589560877798943e-01,9.393156072684849534e-01
